,Longitude,Latitude,vv,vh
1445,-73.888,40.824,279.0,99.0
1446,-73.888,40.825,336.0,115.0
1447,-73.887,40.806,443.0,89.0
1448,-73.887,40.807,460.0,88.0
1449,-73.887,40.812,839.0,103.0
1450,-73.887,40.813,1154.5,136.0
1451,-73.887,40.814,706.0,114.5
1452,-73.887,40.815,757.0,98.5
1453,-73.887,40.816,1014.0,114.0
1454,-73.887,40.821,342.0,166.0
1455,-73.887,40.823,344.0,104.0
1456,-73.886,40.805,244.0,95.0
1457,-73.886,40.806,285.0,123.0
1458,-73.886,40.807,526.0,121.0
1459,-73.886,40.812,514.0,97.0
1460,-73.886,40.814,756.0,99.0
1461,-73.886,40.815,619.0,102.0
1462,-73.886,40.821,327.0,134.0
1463,-73.885,40.804,285.0,76.0
1464,-73.885,40.805,284.0,101.0
1465,-73.885,40.812,402.0,86.0
1466,-73.885,40.813,790.5,134.5
1467,-73.885,40.814,772.0,103.0
1468,-73.885,40.817,425.0,117.0
1469,-73.885,40.818,1411.0,166.0
1470,-73.885,40.819,754.0,92.0
1471,-73.885,40.82,455.0,84.0
1472,-73.885,40.821,414.5,101.5
1473,-73.884,40.805,618.0,118.0
1474,-73.884,40.813,345.0,130.0
1475,-73.884,40.814,485.0,170.5
1476,-73.884,40.815,340.0,103.0
1477,-73.884,40.816,459.0,77.0
1478,-73.884,40.817,374.0,98.0
1479,-73.884,40.818,1145.0,140.0
1480,-73.883,40.805,848.5,109.0
1481,-73.883,40.812,384.5,85.5
1482,-73.883,40.813,595.0,113.0
1483,-73.883,40.814,474.0,181.0
1484,-73.882,40.805,446.5,95.0
1485,-73.882,40.806,638.0,137.0
1486,-73.882,40.812,332.0,112.0
1487,-73.882,40.813,484.0,99.0
1488,-73.881,40.805,524.0,102.0
1489,-73.881,40.806,923.0,86.0
1490,-73.881,40.809,1272.0,224.0
1491,-73.881,40.81,332.0,114.0
1492,-73.881,40.811,338.0,101.0
1493,-73.881,40.812,987.0,120.5
1494,-73.881,40.813,771.0,153.0
1495,-73.88,40.805,568.5,98.0
1496,-73.88,40.806,664.0,111.0
1497,-73.88,40.807,1494.0,142.0
1498,-73.88,40.808,705.0,107.0
1499,-73.88,40.809,1074.0,183.0
1500,-73.88,40.81,444.0,132.0
1501,-73.879,40.806,739.0,139.0
1502,-73.879,40.807,937.0,165.0
