,Longitude,Latitude,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12
434,-73.955,40.799,699.5,701.5,837.5,755.0,992.5,2205.5,2606.5,2416.0,2770.5,1709.5,1040.5
435,-73.955,40.804,1076.0,1163.0,1241.0,1379.0,1487.0,1568.0,1622.0,1581.0,1639.5,1758.0,1543.0
436,-73.955,40.805,1126.5,1304.0,1398.0,1519.0,2021.0,2102.5,2159.5,1890.0,2207.0,2164.0,1881.5
437,-73.955,40.809,1026.5,953.75,1086.5,1119.5,1251.0,1944.0,2054.25,1612.5,2099.75,1747.25,1363.0
438,-73.955,40.81,973.5,888.0,1003.5,996.0,1428.0,1749.5,1820.0,1756.0,1842.5,1712.0,1329.0
439,-73.955,40.811,495.0,522.5,687.5,575.5,1067.25,2212.0,2452.5,2475.0,2709.5,1683.5,1159.5
440,-73.955,40.812,882.0,730.25,792.25,795.0,1067.75,1499.0,1647.5,1876.0,1728.0,1603.5,1293.5
441,-73.955,40.818,1259.5,1287.5,1466.0,1554.0,1740.0,1808.25,1953.0,1830.0,1949.75,2006.5,1806.5
442,-73.955,40.819,1086.5,1790.0,1868.0,2056.0,1926.5,1865.5,1908.0,2007.0,1925.5,1911.0,1804.0
443,-73.955,40.822,1472.5,1120.25,1296.5,1277.5,1691.0,2429.5,2680.75,2779.0,2761.25,2371.5,1944.0
444,-73.955,40.823,1241.0,1118.0,1264.0,1334.0,1417.5,1785.5,1958.0,2022.0,2001.0,1938.0,1681.0
445,-73.954,40.768,1384.5,1419.0,1504.0,1525.0,1830.0,2038.5,2101.5,1843.0,2057.0,2476.0,2280.0
446,-73.954,40.769,1474.5,1500.0,1684.0,1808.0,2140.0,2425.0,2464.5,2253.0,2557.5,2616.5,2359.0
447,-73.954,40.774,1206.5,920.0,1045.0,1104.0,1485.0,1491.5,1584.5,1224.0,1458.0,1797.5,1561.0
448,-73.954,40.775,1206.5,1217.5,1287.5,1507.0,1560.0,1691.0,1752.5,1631.5,1757.25,1891.5,1651.75
449,-73.954,40.776,1205.0,1336.0,1505.0,1668.0,2026.5,2215.5,2238.5,1990.0,2292.0,2630.5,2542.5
450,-73.954,40.781,1246.0,1481.0,1575.0,1701.0,1997.0,2050.0,1913.5,2057.0,2015.0,2298.0,2221.5
451,-73.954,40.782,1246.0,1553.0,1713.0,1839.0,1893.75,2183.5,2235.25,2198.0,2233.5,2667.5,2336.0
452,-73.954,40.783,1381.0,1268.5,1416.5,1727.0,2253.0,2336.5,2503.0,2202.0,2520.0,2775.0,2478.5
453,-73.954,40.786,1504.5,1464.5,1631.0,1694.5,2041.0,2342.75,2569.0,2460.0,2583.5,2550.0,2229.5
454,-73.954,40.787,1173.5,1110.0,1273.0,1467.0,1578.0,1902.5,2030.5,2104.0,2067.0,1974.0,1623.0
455,-73.954,40.788,1117.5,1183.0,1247.0,1372.0,2010.5,2271.5,2283.5,2135.0,2302.5,2454.0,2285.0
456,-73.954,40.795,327.0,425.5,591.0,447.0,895.5,2695.0,3396.0,3350.0,3623.5,1951.5,1066.0
457,-73.954,40.796,772.0,620.0,741.5,647.0,1044.0,2397.0,2927.0,2803.0,3147.5,1853.0,1177.5
458,-73.954,40.797,626.0,545.5,731.25,634.0,1014.5,2330.0,2957.5,2713.0,2961.5,1877.5,1154.5
459,-73.954,40.798,422.5,639.5,822.0,684.5,1111.0,2668.25,3200.0,3122.0,3354.25,1957.0,1173.0
460,-73.954,40.799,699.5,344.5,488.5,299.0,773.5,2463.5,3044.0,3168.0,3191.5,1608.0,836.5
461,-73.954,40.803,1155.5,1305.5,1211.0,1371.0,1615.25,1900.5,2085.0,1720.0,2127.25,2199.75,1939.0
462,-73.954,40.804,1107.0,828.0,912.0,920.5,1222.0,1637.5,1776.5,1754.0,1813.5,1802.0,1461.5
463,-73.954,40.81,972.0,1107.0,1221.0,1190.0,1781.0,1862.0,1798.0,1443.0,1864.5,2098.0,1920.5
464,-73.954,40.811,972.0,1146.0,1257.5,1413.0,1607.5,1830.5,1898.75,1740.5,1969.5,1887.0,1558.5
465,-73.954,40.812,1461.0,1256.5,1461.0,1572.0,1556.0,1881.0,1935.5,1860.0,1936.0,2074.5,1825.0
466,-73.954,40.817,1047.0,979.5,1025.0,962.5,1531.0,2332.25,2564.0,2664.0,2604.0,2145.75,1552.25
467,-73.954,40.818,789.0,690.0,795.0,799.0,1045.5,1758.5,2072.5,2136.0,2082.5,1657.5,1274.5
468,-73.954,40.822,1571.0,1405.0,1537.0,1679.0,1948.0,2215.0,2272.0,2161.0,2130.0,2397.5,2060.0
469,-73.954,40.823,1500.0,2095.0,2162.0,2324.0,1948.0,1933.0,1964.5,2455.0,1994.5,2449.0,2434.5
470,-73.953,40.768,1326.5,1272.0,1386.0,1394.0,1651.5,1736.5,1852.0,1891.0,1856.5,1961.0,1775.5
471,-73.953,40.769,1326.5,1794.0,1976.0,1983.0,1867.5,1982.5,2099.0,2163.0,2032.5,2317.0,1890.5
472,-73.953,40.774,1094.0,900.5,975.25,1034.25,1284.75,1613.25,1670.25,1623.5,1763.25,1880.5,1618.0
473,-73.953,40.775,1214.0,1057.0,1169.0,1302.0,1415.0,1955.5,2089.0,2298.0,2105.5,2177.0,1910.5
474,-73.953,40.786,968.5,1175.0,1299.0,1434.5,1607.25,1816.0,1904.0,1854.0,1948.0,1901.5,1677.75
475,-73.953,40.787,1264.0,1604.0,1669.0,1794.0,1700.0,1992.0,2228.0,2162.0,2231.5,2378.5,2153.0
476,-73.953,40.795,410.0,508.5,662.5,542.5,847.0,2476.5,3096.0,3098.0,3478.5,1901.0,1049.0
477,-73.953,40.796,410.0,571.0,719.5,636.0,847.0,2476.5,3096.0,2755.0,3443.0,1901.0,1049.0
478,-73.953,40.798,757.0,439.0,635.5,483.5,953.5,2312.0,2799.5,2794.0,2945.5,1715.5,1044.0
479,-73.953,40.803,1320.0,1292.0,1391.0,1459.0,1659.0,1721.5,1738.0,1629.0,1747.0,2027.5,1886.5
480,-73.953,40.804,1204.0,1315.0,1401.0,1495.0,2018.5,2305.5,2327.0,1968.0,2333.0,2478.0,2337.0
481,-73.953,40.81,1782.5,1078.5,1168.0,1264.0,1821.5,1740.0,1766.5,1346.0,1859.5,2253.0,2127.0
482,-73.953,40.811,1782.5,1466.0,1554.0,1688.0,1998.5,1879.5,2004.0,2005.0,1964.0,2513.5,2396.0
483,-73.953,40.812,1461.0,1057.25,1216.0,1340.0,1988.5,2286.0,2271.0,1754.0,2350.0,2710.5,2528.0
484,-73.953,40.813,1619.5,1439.0,1502.0,1688.0,2271.5,2319.5,2284.5,2154.0,2294.5,2803.5,2614.5
485,-73.953,40.817,1036.0,998.25,1067.5,1106.5,1366.5,1854.25,1966.75,2064.0,2134.25,1830.0,1411.5
486,-73.953,40.818,1036.0,1226.0,1424.0,1564.0,1683.0,1904.0,2013.0,1831.0,1953.0,2095.5,1992.75
487,-73.953,40.819,1503.5,2490.0,2410.0,2739.0,2949.75,2782.5,2881.75,2788.0,2723.25,3296.5,3326.5
488,-73.953,40.822,1405.5,1213.0,1280.5,1372.5,1689.5,1716.0,1828.75,1823.5,1859.5,2072.75,1937.25
489,-73.953,40.823,1500.0,1199.0,1394.0,1511.0,1668.5,1656.0,1815.5,1771.0,1825.5,2021.0,1814.5
490,-73.952,40.768,1326.5,1112.0,1140.0,1236.0,1651.5,1626.5,1688.0,1255.0,1647.5,1968.0,1783.0
491,-73.952,40.769,1464.0,1430.0,1508.0,1635.0,1752.5,1964.5,1987.75,1875.0,2088.5,2172.0,1868.5
492,-73.952,40.77,1583.5,1834.0,1900.0,2067.0,2166.0,2181.0,1949.5,2287.0,2482.0,2427.5,2369.0
493,-73.952,40.773,1202.5,1068.0,1078.0,1440.0,1105.0,1270.5,1333.5,1348.0,1348.0,1444.0,1292.5
494,-73.952,40.774,1116.0,1008.0,1097.0,1154.0,1261.5,1575.0,1753.0,1799.0,1818.0,1804.5,1544.5
495,-73.952,40.775,1257.0,1502.0,1667.0,1759.0,1919.5,2234.5,2353.5,2321.0,2427.0,2364.5,2059.0
496,-73.952,40.787,1332.5,1405.0,1466.0,1633.0,1829.5,2138.0,2329.5,2100.0,2333.5,2359.5,2087.5
497,-73.952,40.788,1166.5,1143.0,1240.0,1375.0,1620.5,1807.5,1876.5,1829.0,1952.0,1950.5,1783.0
498,-73.952,40.798,1104.5,1226.0,1239.0,1329.0,1601.0,2116.5,2447.5,2344.0,2396.0,1971.5,1620.5
499,-73.952,40.803,1463.5,1111.0,1219.0,1333.0,1454.0,1514.0,1638.5,1685.0,1572.0,1761.0,1461.5
500,-73.952,40.804,1361.5,907.0,1048.5,1052.0,1336.5,1599.75,1813.5,1705.0,1859.5,1768.5,1431.75
501,-73.952,40.811,1617.0,1413.0,1539.0,1714.0,2129.0,2022.5,2156.5,1879.0,2089.0,2510.5,2289.0
502,-73.952,40.812,1368.0,1281.0,1464.5,1596.0,1884.5,1956.0,2100.5,1795.0,2089.0,2530.5,2231.0
503,-73.952,40.813,1460.0,1580.0,1661.0,1754.0,2135.0,2284.5,2284.5,2313.0,2259.0,2718.0,2380.0
504,-73.952,40.814,1413.5,1232.0,1424.0,1584.0,2539.5,2505.5,2508.0,1751.0,2511.0,3092.0,3092.0
505,-73.952,40.818,1239.5,897.5,1060.0,1105.0,1191.0,1830.5,1967.0,1603.0,2070.5,1792.0,1471.5
506,-73.952,40.819,1107.0,1183.0,1293.0,1386.0,1697.5,1998.5,2003.5,1892.0,2068.5,2201.0,1945.5
507,-73.952,40.822,1484.5,1370.5,1505.5,1629.0,1856.5,2150.5,2363.5,2318.0,2351.5,2400.5,2167.0
508,-73.952,40.823,1405.5,2348.0,2311.0,2355.0,2293.0,2391.0,2529.5,2655.5,2517.5,2572.5,2329.0
509,-73.952,40.827,864.0,898.0,1057.0,1047.0,1534.5,2180.5,2467.5,2661.0,2600.5,2013.5,1583.0
510,-73.952,40.828,864.0,383.0,573.0,426.0,919.0,2882.5,3460.5,3584.0,3682.0,1859.5,892.0
511,-73.951,40.77,1524.5,1370.0,1426.0,1568.0,1851.0,1764.5,1881.0,1695.5,1897.0,2198.0,1801.0
512,-73.951,40.771,1239.25,1513.0,1559.0,1818.5,1935.0,1983.5,1995.0,2062.0,2052.5,2200.0,1895.5
513,-73.951,40.772,1080.5,1467.0,1607.0,1791.0,1992.75,1997.5,2050.25,1952.0,2058.75,2345.75,2215.5
514,-73.951,40.773,1658.0,1750.0,1955.5,1971.5,2279.0,2704.0,2836.5,2797.0,2900.5,2900.5,2493.0
515,-73.951,40.774,1447.5,1347.0,1480.0,1602.0,1875.0,2059.0,2175.5,2163.0,2226.5,2394.5,2008.0
516,-73.951,40.775,1447.5,1807.0,1750.0,1972.0,2427.0,2540.0,2626.0,2046.0,2604.5,2733.5,2475.0
517,-73.951,40.788,1166.5,1016.0,1183.5,1341.5,1485.5,1466.0,1436.0,1508.5,1545.5,1668.5,1594.0
518,-73.951,40.789,783.5,793.5,964.5,1025.5,1336.0,2060.0,2352.5,2472.0,2472.5,1878.0,1378.5
519,-73.951,40.79,758.0,746.0,934.5,857.5,1282.5,2091.0,2343.5,2843.0,2471.5,1949.0,1399.5
520,-73.951,40.797,1035.0,606.5,761.5,679.5,1163.0,1821.0,2089.0,2023.0,2078.5,1608.5,1208.5
521,-73.951,40.798,775.0,876.0,987.0,980.5,1226.5,1718.0,1895.5,1879.0,1904.5,1697.5,1392.25
522,-73.951,40.804,1425.75,1178.5,1265.0,1325.0,1553.0,1778.0,1914.0,1886.0,1876.0,2086.0,1755.25
523,-73.951,40.805,1528.0,864.0,979.0,984.0,1246.0,1610.0,1761.5,1815.0,1814.5,1733.5,1395.0
524,-73.951,40.806,1385.0,1147.0,1296.0,1392.0,1551.5,1985.5,2065.0,1765.0,2351.0,1953.0,1642.5
525,-73.951,40.812,1347.5,1479.0,1614.0,1786.0,2218.0,2337.0,2311.5,2021.0,2352.0,2340.5,1986.0
526,-73.951,40.813,907.5,1043.0,1202.0,1269.0,1450.0,1946.5,2087.0,2323.0,2277.5,1925.0,1600.5
527,-73.951,40.814,1413.5,1483.0,1670.0,1684.0,2142.5,2430.0,2517.0,2259.0,2554.0,2736.5,2561.5
528,-73.951,40.815,793.5,1483.0,1616.5,1637.0,1564.0,2112.0,2289.0,2060.0,2323.0,2083.0,1714.0
529,-73.951,40.818,1235.5,1188.0,1345.0,1441.0,1508.0,1914.0,1951.5,2088.0,2073.0,1978.0,1628.0
530,-73.951,40.819,902.0,1048.0,1192.0,1268.0,1375.5,1651.0,1731.5,1890.0,1745.5,1797.5,1564.5
531,-73.951,40.821,1470.5,2002.0,2196.0,2329.0,2223.0,2178.0,2283.5,2473.5,2265.0,2577.0,2292.5
532,-73.951,40.822,1470.5,1713.0,1980.0,2009.0,2408.0,2376.5,2292.0,2113.0,2306.5,2667.0,2362.0
533,-73.951,40.826,1652.5,1598.0,1812.0,1924.0,2028.5,2128.0,2143.0,2091.0,2202.0,2447.0,2265.5
534,-73.951,40.827,1791.5,1609.0,1768.0,1882.0,2148.5,2487.0,2778.5,2640.0,2712.5,2744.5,2544.5
535,-73.951,40.828,866.5,733.0,887.0,845.5,1132.5,2444.5,2619.0,2851.0,2861.0,1929.5,1243.5
536,-73.95,40.771,1112.0,1613.5,1739.0,1821.5,1617.0,1804.5,1877.0,2003.0,1837.0,2076.5,1861.5
537,-73.95,40.772,1080.5,1426.0,1523.0,1620.0,1675.5,1761.5,1804.5,2008.0,1784.0,2076.5,1896.5
538,-73.95,40.773,1415.0,1350.0,1481.0,1643.0,2035.5,2170.0,2257.5,2221.0,2308.0,2600.5,2428.0
539,-73.95,40.774,1419.0,1326.0,1433.0,1693.0,2128.5,2188.0,2303.5,2106.0,2351.0,2814.5,2613.5
540,-73.95,40.79,830.0,779.5,871.0,910.5,1121.0,1590.5,1744.0,1757.0,1751.5,1639.0,1233.0
541,-73.95,40.791,731.75,686.0,787.75,773.75,1034.5,1864.0,2113.0,1970.5,2233.0,1583.75,1106.0
542,-73.95,40.797,993.0,968.5,1075.0,1143.0,1260.5,2202.5,2465.0,2023.0,2580.5,2043.0,1463.0
543,-73.95,40.798,1708.5,1360.0,1583.0,1689.0,1683.0,2090.5,2303.5,2034.0,2191.5,2077.5,1811.0
544,-73.95,40.802,1047.0,1176.0,1250.0,1346.0,1415.0,1423.0,1474.0,1525.5,1486.5,1636.25,1470.0
545,-73.95,40.803,972.5,1016.0,1098.0,1136.0,1220.0,1320.5,1333.0,1308.0,1385.0,1629.25,1523.25
546,-73.95,40.805,1622.0,2553.0,2440.0,2742.0,3704.5,3979.0,3940.0,3439.0,4089.0,4126.5,4028.0
547,-73.95,40.806,1345.0,1078.0,1222.0,1292.0,1517.5,1913.0,2075.0,1893.0,2120.5,1953.0,1678.0
548,-73.95,40.807,1272.5,1136.0,1258.0,1366.0,1511.5,1996.0,2012.5,1852.0,2049.0,2049.5,1726.5
549,-73.95,40.812,1111.0,1160.0,1330.0,1500.0,1654.0,1770.0,1855.0,1887.0,1888.0,2010.5,1823.0
550,-73.95,40.813,1287.5,1443.0,1653.0,1810.0,1908.5,2125.5,2118.0,2363.0,2128.5,2221.5,1894.5
551,-73.95,40.815,793.5,1415.0,1564.0,1622.0,1981.5,2290.5,2502.0,2662.0,2631.0,2452.0,2010.0
552,-73.95,40.816,753.5,1361.0,1511.0,1599.0,1866.5,2588.0,2880.5,2773.0,2893.5,2445.5,1898.0
553,-73.95,40.817,563.5,716.5,976.5,878.0,1347.0,2421.5,2716.5,2605.0,2950.0,2132.0,1482.5
554,-73.95,40.818,1175.5,1153.0,1394.5,1359.0,1747.5,2532.5,2726.5,2790.0,2752.5,2573.5,1995.0
555,-73.95,40.821,1470.5,1378.0,1561.0,1665.0,2116.5,2192.5,2207.5,1908.0,2339.5,2418.5,2103.5
556,-73.95,40.822,1572.5,1467.0,1679.0,1878.0,2116.5,2399.0,2563.0,2422.0,2656.0,2755.0,2484.5
557,-73.95,40.823,1722.0,1180.0,1246.0,1292.0,1578.5,1898.5,1957.0,1956.0,2052.5,2193.0,1933.0
558,-73.95,40.826,1652.5,1337.0,1503.0,1608.0,1849.0,1892.0,1914.5,1863.0,1976.5,2175.5,2090.0
559,-73.95,40.827,1652.5,1319.5,1477.5,1577.0,1812.5,1974.75,1959.25,2073.0,2098.75,2230.5,1997.5
560,-73.95,40.828,1337.0,1034.0,1127.0,1234.0,1796.5,2289.5,2506.5,2396.0,2490.5,2379.5,2149.0
561,-73.949,40.772,1072.0,777.0,730.75,797.75,909.0,1073.5,1183.0,980.75,1304.0,1416.5,1186.5
562,-73.949,40.773,1192.5,1270.5,1354.0,1467.5,1797.5,2001.5,2062.0,1763.5,2011.5,2324.0,2218.5
563,-73.949,40.774,1192.5,1677.0,1801.0,1811.0,2102.5,2340.0,2536.0,2181.0,2621.5,2502.0,2405.5
564,-73.949,40.786,728.0,672.5,722.0,745.5,1121.0,1666.0,1860.0,1728.0,1817.5,1614.0,1198.0
565,-73.949,40.79,1504.5,1192.0,1224.0,1401.0,1626.5,1996.75,2113.0,1939.5,2125.75,2366.0,2278.5
566,-73.949,40.793,940.5,948.0,1070.0,1097.0,1471.0,1882.0,1990.0,1930.0,2117.0,2145.5,1820.5
567,-73.949,40.794,985.0,1048.5,1162.0,1252.0,1312.0,1743.5,1895.5,1785.0,1923.5,1851.5,1558.0
568,-73.949,40.795,1314.5,1009.5,1023.5,1098.0,1114.5,1430.0,1524.0,1396.0,1515.0,1529.0,1267.0
569,-73.949,40.796,1268.0,1770.0,2002.0,2264.0,2451.5,2647.0,2749.0,2782.0,2971.5,3063.5,2711.5
570,-73.949,40.797,1268.0,837.5,881.0,843.5,1063.5,2020.0,2241.5,2067.0,2281.5,1690.0,1099.5
571,-73.949,40.801,1307.0,710.75,825.0,775.25,1133.0,1607.0,1777.5,1625.5,1897.5,1721.0,1337.5
572,-73.949,40.802,1054.0,928.25,1070.75,1084.0,1361.25,1668.5,1783.0,1712.5,1809.25,1717.5,1453.25
573,-73.949,40.803,1060.5,1176.5,1252.5,1318.0,1432.0,1830.25,1946.0,1862.5,1945.5,1849.0,1555.0
574,-73.949,40.804,1246.0,1419.0,1653.5,1691.0,1831.5,1829.0,1837.0,1939.0,1861.0,1881.5,1645.0
575,-73.949,40.806,1849.5,1931.0,2237.0,2423.0,2650.5,2964.0,3071.5,3289.0,3204.0,2897.5,2398.5
576,-73.949,40.807,1401.5,1368.5,1554.0,1711.0,1971.5,2275.5,2426.0,2337.0,2413.5,2511.5,2325.75
577,-73.949,40.809,1335.5,1335.0,1507.0,1622.0,1851.0,1758.0,1816.5,1733.0,1929.5,2102.5,1899.0
578,-73.949,40.812,1081.0,1082.5,1201.0,1314.0,1320.75,1570.25,1679.5,1588.0,1620.75,1762.0,1432.75
579,-73.949,40.813,1287.5,1428.0,1600.0,1706.0,1792.5,2130.0,2242.5,2339.0,2353.0,2402.0,1779.0
580,-73.949,40.814,1131.0,1165.0,1332.0,1491.0,1673.5,1753.0,1816.0,1956.0,2000.0,2506.5,2191.5
581,-73.949,40.823,1462.5,1016.5,1136.0,1157.0,1490.5,2126.5,2257.5,2323.0,2324.0,2103.0,1715.0
582,-73.949,40.824,1462.5,1086.0,1191.0,1307.0,1511.5,2015.5,2181.5,2029.0,2217.0,2182.0,1968.0
583,-73.949,40.825,1355.5,909.5,1031.0,986.0,1349.0,1950.0,2113.0,1997.0,2120.0,2097.0,1881.5
584,-73.949,40.826,1483.5,1304.0,1428.0,1602.0,1834.0,1988.0,1946.0,1904.0,1968.0,2301.5,2236.0
585,-73.949,40.827,2409.0,2131.0,2109.0,2321.0,3239.0,2969.5,3268.0,2684.0,3124.5,3978.5,3926.5
586,-73.949,40.828,2409.0,2287.0,2328.0,2648.0,2988.0,2949.5,2901.5,2758.0,2984.0,3673.0,3658.5
587,-73.948,40.773,1496.0,1675.0,1759.0,1900.0,2323.0,2477.0,2612.0,2548.0,2593.5,2733.5,2551.0
588,-73.948,40.778,1188.5,1054.0,1198.0,1181.0,1467.0,2210.5,2420.0,2091.0,2521.0,2245.5,1858.0
589,-73.948,40.779,1188.5,1072.5,1242.0,1283.0,1467.0,1542.0,1678.0,1672.5,1712.0,1873.0,1789.5
590,-73.948,40.78,1339.5,1094.0,1312.0,1295.0,1902.5,2059.5,2239.0,2302.0,2271.0,2485.5,2156.5
591,-73.948,40.785,784.5,933.5,1059.0,1127.0,1310.5,2013.0,2174.0,2347.0,2230.5,1892.0,1393.5
592,-73.948,40.786,606.0,552.5,686.0,615.0,1075.0,1666.0,1975.5,1991.0,2177.5,1583.75,1202.5
593,-73.948,40.787,865.5,1089.0,1206.0,1285.5,1410.0,1763.5,1914.5,1762.0,2055.0,1770.5,1496.0
594,-73.948,40.788,794.0,1164.0,1287.0,1419.0,1457.75,1690.5,1746.0,1651.5,1813.5,1662.25,1413.75
595,-73.948,40.789,1448.5,1318.5,1429.5,1598.5,2111.5,2383.5,2406.0,2127.0,2341.5,2693.0,2539.0
596,-73.948,40.79,1526.5,1620.5,1788.0,1986.0,1938.5,2073.25,1991.25,2214.0,2061.0,2490.0,2333.5
597,-73.948,40.793,910.5,1039.5,1159.0,1147.0,1317.5,1662.5,1777.5,1891.0,1769.5,1764.0,1441.0
598,-73.948,40.795,1314.5,916.25,992.5,1036.25,1433.0,1467.0,1572.25,1465.0,1670.75,1957.0,1690.5
599,-73.948,40.796,1170.5,1095.0,1247.0,1332.0,1423.5,1660.0,1816.0,1794.0,1984.5,1979.5,1634.0
600,-73.948,40.797,1170.5,1211.0,1335.5,1484.0,1829.75,2003.0,2058.5,2088.5,1971.75,2261.0,2001.5
601,-73.948,40.801,1290.5,925.5,1042.0,1065.5,1521.0,1793.75,1904.25,1726.0,2032.5,2036.5,1812.5
602,-73.948,40.802,1307.0,1698.0,1714.0,1840.0,1801.5,2025.5,2010.5,2312.0,2123.0,2061.5,1878.5
603,-73.948,40.804,1267.0,1190.0,1347.0,1448.0,1586.75,1687.0,1747.5,1716.5,1784.5,1880.5,1637.5
604,-73.948,40.805,1369.0,1275.5,1375.0,1524.0,1538.0,1626.5,1714.0,1696.0,1730.5,1768.0,1578.0
605,-73.948,40.806,1572.5,1346.0,1462.0,1512.5,2035.0,2533.5,2666.5,2462.0,2717.5,2636.5,2185.0
606,-73.948,40.807,1399.5,1438.0,1472.0,1522.0,1802.0,2228.0,2573.0,2466.0,2675.0,2488.0,2071.5
607,-73.948,40.808,1623.5,1211.5,1359.0,1527.5,1716.5,1806.5,1762.0,1608.0,1828.5,2055.0,1680.5
608,-73.948,40.809,1335.5,1264.0,1405.0,1524.0,1741.0,1729.75,1818.75,1716.0,1841.0,1946.0,1794.0
609,-73.948,40.81,1028.0,1141.0,1301.0,1359.5,1472.0,2012.5,2113.5,2007.5,2100.0,1950.5,1671.5
610,-73.948,40.811,979.0,767.5,990.25,977.0,1665.0,2527.5,2800.0,2608.5,3008.5,2125.0,1414.0
611,-73.948,40.814,1343.0,1187.0,1343.0,1404.0,1663.5,1989.0,2196.0,2001.0,2235.5,2234.0,1907.5
612,-73.948,40.815,1343.0,1423.0,1609.0,1704.0,1730.0,1900.0,1974.0,1984.0,2005.0,2228.0,2081.5
613,-73.948,40.824,1377.0,1148.0,1290.0,1402.0,1511.5,1749.5,1819.0,1687.0,1907.0,1980.5,1741.0
614,-73.948,40.825,1355.5,1264.5,1362.0,1404.5,1649.0,1757.5,1852.5,1748.0,1884.5,2083.5,1947.5
615,-73.948,40.826,1355.5,1144.0,1305.0,1296.0,1614.0,1721.0,1945.5,1755.0,1884.5,2110.0,2105.5
616,-73.948,40.827,1891.0,1701.0,1856.0,2099.0,2339.5,2405.5,2489.0,2284.0,2463.5,2879.5,2698.0
617,-73.947,40.772,986.0,749.75,917.5,901.5,1085.5,2164.5,2488.5,2792.0,2628.0,1962.0,1336.0
618,-73.947,40.773,1187.5,1312.0,1531.5,1700.0,1883.0,2413.0,2768.0,2786.0,2643.5,2479.0,2301.5
619,-73.947,40.778,1269.0,1267.5,1381.0,1483.0,1720.0,1800.75,1884.25,1748.5,1969.0,2201.0,1954.5
620,-73.947,40.779,1245.5,1240.0,1405.0,1440.0,1607.0,1842.5,2003.5,1908.0,2081.0,2244.0,2039.0
621,-73.947,40.78,1339.5,1256.0,1383.0,1451.0,1721.5,2003.0,2118.5,1949.0,2108.5,2245.5,2087.5
622,-73.947,40.781,1238.5,988.75,1065.5,1139.5,1161.5,1629.0,1806.0,1457.0,1830.0,1927.5,1575.5
623,-73.947,40.785,818.0,866.0,1031.5,1016.5,1532.0,2365.5,2567.5,2719.5,2734.5,2049.0,1482.0
624,-73.947,40.786,621.5,474.0,663.5,460.5,1205.0,3022.0,3491.5,3479.0,3737.5,2199.5,1282.5
625,-73.947,40.787,794.0,623.5,777.75,690.75,1115.25,1933.25,2058.25,1961.5,2282.5,1515.25,1022.75
626,-73.947,40.788,999.0,866.5,943.5,986.5,1134.0,1612.0,1832.0,1623.5,1883.5,1563.0,1161.0
627,-73.947,40.789,1161.0,1286.0,1388.0,1538.0,1833.5,1921.5,2054.5,1875.0,2132.0,2488.5,2189.5
628,-73.947,40.79,1448.5,1493.0,1617.5,1679.5,1937.5,2357.0,2573.0,2575.0,2631.0,2550.0,2166.5
629,-73.947,40.792,1076.5,1269.0,1382.0,1578.0,1575.0,1765.5,1878.0,1879.0,1934.5,2008.0,1805.0
630,-73.947,40.793,1091.0,1312.0,1441.0,1615.0,1849.0,1863.0,1960.5,1853.0,1903.0,2456.0,2202.0
631,-73.947,40.796,1022.5,1152.25,1177.25,1310.0,1367.5,1586.0,1715.75,1755.0,1811.0,1942.5,1722.5
632,-73.947,40.8,1249.5,902.5,971.0,1001.0,1471.5,1536.0,1591.5,1493.0,1582.0,1727.0,1519.0
633,-73.947,40.801,1144.5,899.5,1031.5,1026.0,1455.5,1826.5,1932.5,1867.0,1945.5,1938.5,1664.0
634,-73.947,40.805,1105.5,993.0,1118.0,1164.0,1351.5,1560.5,1675.25,1621.0,1685.5,1619.5,1365.5
635,-73.947,40.806,1248.0,1517.0,1517.0,1595.0,1991.0,2125.0,2213.0,1865.0,2184.5,2437.0,2191.0
636,-73.947,40.808,1613.0,1361.0,1416.5,1666.0,2062.5,1925.0,1984.5,1863.0,2088.0,2370.25,2033.0
637,-73.947,40.809,1613.0,1148.0,1267.0,1464.0,1698.0,1771.5,1914.5,1973.0,1925.0,1806.5,1628.0
638,-73.947,40.81,1027.0,889.5,1072.0,1103.0,1395.0,1994.5,2161.0,2042.0,2279.0,1902.0,1386.0
639,-73.947,40.811,933.5,807.0,927.75,909.0,1319.25,2284.5,2525.0,2605.0,2682.5,1857.0,1358.75
640,-73.947,40.812,900.5,873.0,1043.5,1127.0,1325.5,2068.25,2222.25,2080.0,2357.0,1891.0,1496.0
641,-73.947,40.814,1510.0,1410.0,1503.0,1506.0,2282.0,2652.0,2856.0,2822.0,2924.5,2784.5,2603.5
642,-73.947,40.825,1392.0,1385.0,1447.0,1549.0,2125.5,2109.0,2174.0,1704.0,2171.0,2508.0,2355.5
643,-73.947,40.827,1547.5,2027.5,2107.5,2365.0,2459.75,2422.25,2559.0,2753.0,2457.5,3091.0,2990.75
644,-73.946,40.772,882.0,566.0,610.5,619.5,890.5,1453.5,1642.0,1199.0,1719.5,1279.5,995.5
645,-73.946,40.773,1145.5,1187.0,1390.0,1513.0,1611.0,1777.0,1904.0,1876.0,1913.5,1873.0,1767.5
646,-73.946,40.774,912.5,1308.0,1448.0,1596.0,1642.0,1809.0,1904.0,1992.0,2011.0,2172.5,1858.5
647,-73.946,40.778,1307.0,1101.0,1209.5,1274.0,1549.5,2494.0,3089.0,2609.0,3070.0,2133.0,1636.0
